table_name,affiliation,type
by, regarding stoppage of advts.,Accused
by, regarding denial of accreditation.,Accused
by, Bhatinda.,Accused
by, Director of Information & Publicity Delhi Administration,Accused
by,.,Accused
by, regarding stoppage of advts.,Accused
by, regarding harassment.,Accused
by, regarding non-issuance of identity of cards.,Accused
by, Bhopal.,Accused
by, Bhatinda for putting on some reporters of the District,Accused
by, Bhatinda for putting on some reporters of the District,Accused
by,Managing Director The Statesman Ltd.,Accused
by, of Jalaun U.P.,Accused
by, Municipal Councillor Mukherjee Nagar New Delhi.,Accused
by, Congress,Accused
by, and Coal Mafia.,Accused
by, of Etawah Uttar Pradesh.,Accused
by, of Lalitpur U.P.,Accused
by,.,Accused
by,,Accused
by, Former Executive Director A.P. Minorities Finance Corporation,Accused
by,.,Accused
by, ISCKON Mandir,Accused
by, Najafgarh Delhi.,Accused
by,.,Accused
by,.,Accused
by,,Accused
by,,Accused
by,. Uttar Pradesh,Accused
by, Government of NCT of Delhi,Accused
by, Public Relations Department,Accused
by, Agartala.,Accused
by, Agartala.,Accused
by, West Central Railway,Accused
by, West Central Railway,Accused
by,,Accused
by, Directorate of Advertising and Visual Publicity,Accused
by, the Information and Public Department,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by, Ad-ditional Collector,Accused
by,of Special Task Force,Accused
by,,Accused
by, Hasanganj,Accused
by,,Accused
by,,Accused
by, and Paramilitary forces,Accused
by, Govt. of M.P. Bhopal,Accused
by,,Accused
by,,Accused
by,,Accused
by, I & PRD,Accused
by,,Accused
by,,Accused
by, 'Golden Punjab',Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by, Gadwa Bihar,Accused
by,,Accused
by, Kuthaund U.P.,Accused
by, Dibai U.P.,Accused
by, and anti-social elements,Accused
by, Police Station Incharge,Accused
by,,Accused
by,,Accused
by, Ambedkar Nagar U.P.,Accused
by,,Accused
by,,Accused
by,,Accused
by, Amazgarh U.P.,Accused
by,,Accused
by,and the Superintendent of Police,Accused
by, and anti-social elements,Accused
by, Sadar Tehsil,Accused
by, Station House Officer,Accused
by, Christian Buriel Board,Accused
by, Christian Buriel Board,Accused
by, Minister for Minorities Welfare Government of Andhra Pradesh,Accused
by,,Accused
by,,Accused
by,,Accused
by, Udhamsinghnagar U.P.,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by, Minister of Finance Government of M.P.,Accused
by,,Accused
by, of Uttar Pradesh,Accused
by,,Accused
by, and Chakbandi Department,Accused
by,,Accused
by, U.P.,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by, Supervisor PWD,Accused
by, C.O. Police,Accused
by,,Accused
by, Police Inspector,Accused
by, Nahuzil Uttar Pradesh,Accused
by, and others,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by, Court Clerk,Accused
by,,Accused
by,,Accused
by,. Madhya Pradesh,Accused
by,,Accused
by,,Accused
by,,Accused
by, Kandhamal Orissa,Accused
by, ex-Sub-Divisional Magistrate Devband U.P.,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by, Public Relations Department,Accused
by, Public Relations Department,Accused
by,,Accused
by,,Accused
by, Government of Rajasthan,Accused
by, Government of Rajasthan,Accused
by, Government of Rajasthan,Accused
by, ,Accused
by, Telecommunications Department,Accused
by, Information and Public Relations Department,Accused
by, Information and Public Relations Department,Accused
by, Nalanda Bihar,Accused
by,,Accused
by,,Accused
by,,Accused
by, District Co-operative Bank Ltd.,Accused
by, DAVP and Director Information and Public Relations Department Government of U.P.,Accused
by, Government of U.P.,Accused
by, Government of U.P.,Accused
by, Government of U.P.,Accused
by, Government of U.P.,Accused
by, Government of U.P.,Accused
by, Government of U.P.,Accused
by, Government of U.P.. Lucknow,Accused
by, Government of Uttar Pradesh,Accused
by, Government of Uttar Pradesh,Accused
by, Government of Uttar Pradesh,Accused
by, Government of Uttar Pradesh,Accused
by, Government of Uttar Pradesh,Accused
by,,Accused
by,,Accused
by,,Accused
by, Panipat Haryana,Accused
by, Panipat Haryana,Accused
by,.,Accused
by, Bhind Madhya Pradesh,Accused
by, Udupi District Karnataka,Accused
by, National Mineral Development Corporation,Accused
by, Government of Orissa,Accused
by, Government of Tripura,Accused
by, Belgaum Karnataka,Accused
by,,Accused
by, Eastern Coal India Limited,Accused
by, Damodar Valley Corporation,Accused
by, Durgapur P.S.,Accused
by,,Accused
by,,Accused
by, Urai Uttar Pradesh,Accused
by, Information and Public Relations Department,Accused
by, Information and Public Relations Department,Accused
by,,Accused
by, Information and Public Relations Department,Accused
by, I&PRD,Accused
by, Post Office Indore.,Accused
by, Government of Gujarat,Accused
by, Member Press Accreditation Committee,Accused
by,,Accused
by, Government of U.P.,Accused
by,,Accused
by,,Accused
by, U.P.,Accused
by, Government of UP,Accused
by, Agra Circle,Accused
by, Government of U.P.,Accused
by,,Accused
by, Ex-Chief Minister Haryana,Accused
by, IGNOU,Accused
by, Haryana Circle,Accused
by, Bhatinda,Accused
by, Government of U.P.,Accused
by,,Accused
by, Government of Rajasthan,Accused
by, I & PRD,Accused
by, and Directorate of Information and Publicity Government of NCT of Delhi,Accused
by, the then CTO,Accused
by,,Accused
by,,Accused
by, Baharich,Accused
by,,Accused
by,,Accused
by,,Accused
by, Information Government of U.P.,Accused
by, Information Department,Accused
by, DAVP,Accused
by, Information Department,Accused
by, DAVP,Accused
by,,Accused
by, Deputy Faridabad,Accused
by, Deputy Faridabad,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by, Khiri Uttar Pradesh,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,and local police authorities,Accused
by,,Accused
by, Facilities to the Press,Accused
by, Uttar Pradesh,Accused
by,. New Delhi,Accused
by,,Accused
by,,Accused
by,,Accused
by, Pilibhit ar'd the DIO,Accused
by, Government of Daman and Diu,Accused
by, Public Relations Department,Accused
by,.,Accused
by, Surendranagar District.,Accused
by, and administration Government of U.P.,Accused
by, Government of Uttar Pradesh.,Accused
by, Khurja.,Accused
by, Badayun Uttar Pradesh.,Accused
by, Patna.,Accused
by, DIG CISF,Accused
by, DIG CISF,Accused
by, Bihar Patna.,Accused
by,.,Accused
by, Shiv Sena and police authorities.,Accused
by, Minister of State Transport Govern-ment of U.P.,Accused
by, Editor Dainik Vrittanta,Accused
by, Manager Children College,Accused
by, and police authorities.,Accused
by, Assistant Director Special World Bank Project,Accused
by,,Accused
by, Hathras and District Supply Officer,Accused
by,.,Accused
by, Vice-Chancellor Mahatama Jyotiba Phule Rohilkhand University,Accused
by,.,Accused
by,.,Accused
by,.,Accused
by,.,Accused
by,.,Accused
by, and Jammu & Kashmir Police.,Accused
by, Govt. of Punjab,Accused
by,,Accused
by, Government of Haryana.,Accused
by, Government of Haryana.,Accused
by,,Accused
by, Government of M.P.,Accused
by,.,Accused
by,,Accused
by, Former Minister and Congress,Accused
by, Katni M.P.,Accused
by, Govt. of M.P.,Accused
by,.,Accused
by, of Krishna Nagar.,Accused
by, local MLA,Accused
by, Haryana.,Accused
by,.,Accused
by,.,Accused
by,,Accused
by, local MLA,Accused
by, Haryana.,Accused
by,.,Accused
by,.,Accused
by,,Accused
by, Information and Public Relations Department Government of Rajasthan Jaipur.,Accused
by, I and PRD,Accused
by,,Accused
by,.,Accused
by,,Accused
by,,Accused
by, Government of Jammu and Kashmir,Accused
by, New Delhi.,Accused
by, Tata Institute of Social Science,Accused
by, Chairman All India Council for Technical Education,Accused
by,.,Accused
by,,Accused
by,.,Accused
by, Government of Bihar.,Accused
by, Govt. of Bihar.,Accused
by, Govt. of Bihar.,Accused
by, Information and Public Relations Department,Accused
by, Government of Orissa.,Accused
by,.,Accused
by, Public Relations Officer M.P. Legislative Assembly,Accused
by, Information & Public Relation Department,Accused
by,.,Accused
by, Secondary Education Council,Accused
by, Jammu and Kashmir and Press Information Bureau Government of India.,Accused
by,and SSP,Accused
by, Postal Department,Accused
by, Government of Haryana.,Accused
by,.,Accused
by, I and PRD,Accused
by, New Delhi.,Accused
by, Panipat Municipal Committee,Accused
by,.,Accused
by, Government of Madhya Pradesh,Accused
by, Government of M.P.,Accused
by, National Mineral Development Corporation,Accused
by,.,Accused
by, Public Relations Department Govt. of Punjab.,Accused
by, Govt. of U.P.,Accused
by, Mahrajganj.,Accused
by, and DAVP.,Accused
by, Govt. of U.P. Lucknow.,Accused
by, Government of Uttar Pradesh Lucknow.,Accused
by, Govt. of U.P. Lucknow.,Accused
by, Govt. of U.P. Lucknow.,Accused
by, Govt. of U.P.,Accused
by, regarding Advertising Policy.,Accused
by, Local MLA Samajwadi Party Mahoba and police authorities,Accused
by, Police Station,Accused
by,.,Accused
by,.,Accused
by,.,Accused
by, and Bureau-crats of Andaman and Nicobar Islands.,Accused
by, Supplies Inspector Food & Civil Supplies Dept.,Accused
by,.,Accused
by,.,Accused
by, for violating the rules and policies of the government.,Accused
by,.,Accused
by,.,Accused
by,.,Accused
by, Government of M. P.,Accused
by,.,Accused
by,.,Accused
by, Government of Madhya Pradesh.,Accused
by, for non-release of Advts.,Accused
by, of Post Office for harassment.,Accused
by,.,Accused
by,.,Accused
by,.,Accused
by, Assistant Engineer Water Supply Deptt. Village Churu Rajasthan.,Accused
by, Korba.,Accused
by,,Accused
by, Panipat.,Accused
by, Sub Inspector,Accused
by,.,Accused
by, Bhopal.,Accused
by, City Magistrate,Accused
by, of National Capital Territory of Delhi.,Accused
by, Government of Orissa regarding non-issuance of advertisements.,Accused
by, Government of Rajasthan.,Accused
by, Department of Telecommunications,Accused
by,,Accused
by, members.,Accused
by,of In-Dinon,Accused
by, of the district.,Accused
by,.,Accused
by, of Trivandrum City.,Accused
by, Chattarpur.,Accused
by,.,Accused
by, Anna Salai Police Station,Accused
by,.,Accused
by, stoppage of advts. and forfeiture of 22nd issue dated 1.6.1987 of his weekly.,Accused
by, regarding not restoring advertisements to his daily despite Press Council Order dated 6.3.1986.,Accused
by, regarding non-issuance of advertisements.,Accused
by, Rail Bhawan New Delhi.,Accused
by,.,Accused
by, Custom Division,Accused
by, advertisements.,Accused
by, Calicut.,Accused
by,.,Accused
by,and 2) UDC,Accused
by, Sr. UDC,Accused
by,.,Accused
by, Minister for Fisheries and Ports,Accused
by,.,Accused
by, authroties.,Accused
by,.,Accused
by,.,Accused
by,.,Accused
by, Delhi Municipal Corporation,Accused
by, Tehsildar,Accused
by,,Accused
by, I&PRD,Accused
by, Government of Delhi,Accused
by, I&PRD,Accused
by,.,Accused
by, Calicut University,Accused
by,.,Accused
by, Delhi Postal Circle,Accused
by, Government of Delhi,Accused
by, Government of Madhya Pradesh Bhopal.,Accused
by,.,Accused
by, Information and Public Relations Department,Accused
by, I & PRD,Accused
by,.,Accused
by, Shivaji University Kolhapur.,Accused
by,.,Accused
by, SDM,Accused
by, D.S.P.,Accused
by,.,Accused
by,.,Accused
by,.,Accused
by,.,Accused
by,,Accused
by, IAS,Accused
by, C.O. Gunnor.,Accused
by,,Accused
by,.,Accused
by,.,Accused
by, State Times,Accused
by, State Times,Accused
by, MLA,Accused
by, MLA,Accused
by, Local (R&B) SDO's Office,Accused
by,.,Accused
by, Jadugoda.,Accused
by,.,Accused
by, 1 & PRD Government of U.Р.,Accused
by, 1 & PRD Government of U.P.,Accused
by, and 1& PRD Government of U.P.,Accused
by, Government of Haryana.,Accused
by, Punjab Circle Chandigarh.,Accused
by, Punjab.,Accused
by,,Accused
by, I & PRD U.P.,Accused
by, Government of U.P.,Accused
by,,Accused
by,.,Accused
by,,Accused
by, Jaunpur.,Accused
by,,Accused
by,,Accused
by,.,Accused
by,.,Accused
by,.,Accused
by, Government of U.P.,Accused
by, Bharat Sanchar Nigam Ltd.,Accused
by, regarding issuance of more advertisements to The Oil Field Times Guwahati.,Accused
by, Government of Tripura,Accused
by,.,Accused
by,.,Accused
by, Ministry of Steel Government of India.,Accused
by, Government of Gujarat.,Accused
by,.,Accused
by, DAVP,Accused
by,.,Accused
by,.,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,Government of Uttarakhand,Accused
by,,Accused
by,,Accused
by,,Accused
by,Additional District Magistrate,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,Collector,Accused
by,Unnav Bar Association,Accused
by,,Accused
by,SHO (Inspector),Accused
by,,Accused
by,Gram Pradhan,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,Gram Pradhan,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,Owner Petrol Pump,Accused
by,Owner Petrol Pump,Accused
by,,Accused
by,,Accused
by,D.M. Behraich,Accused
by,SHO Motipur ,Accused
by,Circle Offcier,Accused
by,"SHO, Matipur",Accused
by,Zonal Offcier,Accused
by,S.P. Sagar,Accused
by,CSP,Accused
by,T.I.,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by, Government of U.P.,Accused
by,,Accused
by,"Correspondent,DainikJagran",Accused
by,,Accused
by,,Accused
by,Additional District Magistrate,Accused
by,District Magistrate,Accused
by,City Magistrate,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,Head Constable Delhi Police,Accused
by,Head Constable Delhi Police,Accused
by,Trainee D.F.O. Valmiki Byagr Project,Accused
by,Circle Officer Baggha 3) Top Work Zone Irrigation Department,Accused
by,Top Work Zone Irrigation Department,Accused
by,Trainee D.F.O. Valmiki Byagr Project,Accused
by,Circle Officer Baggha 3) Top Work Zone Irrigation Department,Accused
by,Top Work Zone Irrigation Department,Accused
by,,Accused
by,,Accused
by,,Accused
by,Journalist Chauthi Duniya,Accused
by,Bureau Chief Rashtriya Sahara,Accused
by,,Accused
by,,Accused
by,,Accused
by,District Information & Public Relation Department,Accused
by,,Accused
by,,Accused
by,"Sr. Sub-Inspector, ",Accused
by,SDM,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,Metro Editor Navbharat Times,Accused
by,of Bandematram Press,Accused
by,of Bandematram Press,Accused
by,Municipal Council,Accused
by,Department of Local Bodies,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,Nagar Palika,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,govt. of punjab,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,RSEB,Accused
by,,Accused
by,Indira Gandhi Canal Project,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,Central Nazir of District Judges,Accused
by,Cashier,Accused
by,Anumandal Padadhikari,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,"I&PRD, Government of Rajasthan",Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,ANM,Accused
by,,Accused
by,,Accused
by,CO,Accused
by,SHO,Accused
by, Dainik Din-Raat,Accused
by,Inspector,Accused
by,,Accused
by,,Accused
by,,Accused
by,Government of Uttar Pradesh,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,S.I,Accused
by,,Accused
by,Inspector In-charge,Accused
by,Assistant SBI,Accused
by,P.O. in Gramin Bank,Accused
by,,Accused
by,,Accused
by,,Accused
by,"R.I, R.T.O",Accused
by,Deputy Director District Information,Accused
by,Deputy Director District Information,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,Government of Uttar Pradesh,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
